id;name;host_id;host_name;neighbourhood_group;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
4128450;Sunny, Spacious 1BR in BoCoCa;6885530;P;Brooklyn;Cobble Hill;Entire home/apt;180;2;2;18/10/2014;0.03;1;0
4128603;Cute 1 bedroom apt in East Village;8280108;Prune;Manhattan;East Village;Entire home/apt;175;3;6;05/06/2016;0.13;1;18
4129195;2 sleeping areas for 2 people together +2 singles;702419;Lars;Manhattan;Chelsea;Entire home/apt;175;14;78;10/03/2019;1.36;1;0
4129212;Large 1 Bedroom apartment with office room.;11555258;Patrick;Brooklyn;Kensington;Private room;50;3;8;25/07/2016;0.14;2;14
4129365;Beautiful SUNLIGHT in quiet apt!;21422095;Timothy;Brooklyn;Flatbush;Entire home/apt;109;2;37;16/06/2019;0.64;1;356
4129487;Peaceful Retreat in a Brownstone;18397763;Seun And Marie;Brooklyn;Bedford-Stuyvesant;Private room;67;2;21;21/05/2019;0.36;7;58
4129513;Haven of Tranquility in Bedstuy;18397763;Seun And Marie;Brooklyn;Bedford-Stuyvesant;Private room;57;2;22;06/03/2019;0.38;7;71
4129541;Wonderful Getaway in Bedstuy;18397763;Seun And Marie;Brooklyn;Bedford-Stuyvesant;Private room;77;2;38;16/03/2019;0.66;7;66
4129909;Great View, only one block to metro;9234456;Angelo;Brooklyn;Bedford-Stuyvesant;Private room;80;2;61;09/05/2019;1.05;2;0
4129992;Country in the City;20169986;Victoria;Brooklyn;Flatbush;Entire home/apt;85;3;12;21/09/2018;0.21;1;97
4130266;Spacious Sunny Room;21020951;Claudina;Brooklyn;Bedford-Stuyvesant;Private room;86;2;11;01/01/2018;0.19;5;311
4132116;Beautiful house top floor 1-3 large bedrooms;15908653;Gil;Brooklyn;Flatbush;Private room;120;2;114;07/04/2019;1.96;2;312
4134035;Sunny Studio in Brooklyn;7677048;Florrie;Brooklyn;Downtown Brooklyn;Entire home/apt;140;3;131;29/06/2019;3.24;1;28
4135674;Warm & lovely garden duplex in BK;2011110;Rebecca;Brooklyn;Fort Greene;Entire home/apt;300;1;5;10/07/2015;0.09;1;0
4135848;Cozy Bedroom with en suite bathroom;21455632;Venessa;Manhattan;Harlem;Private room;90;1;5;26/08/2017;0.11;1;0
4135876;"""The Studio"" Harlem Brownstone";21455957;Jason & Agnes;Manhattan;Harlem;Private room;70;3;86;15/01/2019;1.48;2;157
4136252;Chic NYC apt - near train & 42st St;14952623;Ammy;Manhattan;Harlem;Private room;90;2;82;01/02/2018;1.53;1;0
4136596;Entire Home/1 Bedroom Apt LES;21459667;Joanna;Manhattan;Lower East Side;Entire home/apt;200;30;35;26/06/2019;0.61;1;286
4137414;Sunny, Charming, and Zen;9232428;Scott;Manhattan;East Village;Entire home/apt;135;1;6;27/12/2015;0.10;1;0
4137415;Private room overlooking yard in prime Bushwick;7410674;Jess And Josh;Brooklyn;Bushwick;Private room;37;1;202;01/07/2019;3.74;1;73
4137645;Beautiful Williamsburg Private Room;11134688;Noelle;Brooklyn;Williamsburg;Private room;60;1;1;23/09/2014;0.02;1;0
4137680;LUXURY entire apt, steps to Central Park;3507684;Michael;Manhattan;Upper West Side;Entire home/apt;419;2;10;21/04/2019;0.47;1;10
4137756;Gorgeous Newly-Renovated Apt;3145112;Emma;Queens;Ridgewood;Entire home/apt;130;7;2;07/01/2016;0.03;1;0
4137789;Sunny 2BR in Brooklyn townhouse, steps to subway;21466751;Elizabeth;Brooklyn;Windsor Terrace;Entire home/apt;180;3;56;28/05/2019;0.99;1;121
4137900;Beautiful apartment on the UES;6087686;Tal;Manhattan;Upper East Side;Entire home/apt;160;2;7;03/05/2016;0.12;1;0
4137979;Williamsburg/Greenpoint Studio;7243674;Eric;Brooklyn;Greenpoint;Entire home/apt;125;2;204;30/06/2019;3.51;1;71
4140622;Spacious room in Bed-Stuy;21480710;Theodore;Brooklyn;Bedford-Stuyvesant;Entire home/apt;100;1;0;;;2;0
4140776;Basement 别墅的地下室;21228368;Jessica;Queens;Forest Hills;Private room;65;4;20;25/05/2019;0.35;5;133
4142125;Modern South Slope Studio w View;18189742;Kat;Brooklyn;Sunset Park;Entire home/apt;140;1;0;;;1;0
4144519;1 Bedroom & Semi- Private Living Area;1756624;Samer;Queens;Sunnyside;Private room;79;3;23;31/08/2018;0.40;1;88
4144630;Bedford Ave;21500500;Juan;Brooklyn;Williamsburg;Private room;125;2;0;;;1;0
4144849;Cozy little studio in Chelsea;21501965;Yulia;Manhattan;Chelsea;Entire home/apt;115;3;33;15/06/2019;0.57;1;11
4145124;Studio Apt;651818;Lucio;Manhattan;Hell's Kitchen;Private room;100;23;12;04/08/2018;0.22;1;23
4145494;Very Sunny Private Room with Bath;21505913;Geri;Brooklyn;Crown Heights;Private room;90;12;24;19/06/2017;0.41;1;64
4148088;Central Harlem Private Studio;11950557;Loni & Russ;Manhattan;Harlem;Entire home/apt;135;2;232;23/06/2019;4.01;1;192
4148280;Comfy and Smart on Prospect Park;4375988;Keturah;Brooklyn;Prospect-Lefferts Gardens;Private room;50;3;47;31/03/2019;0.84;3;76
4150932;Cozy Bedroom in BK Apt;7848968;Morgan;Brooklyn;Prospect Heights;Private room;71;2;174;03/07/2019;3.00;2;3
4150972;1 BDRM APT, 15 MINS FROM MANHATTAN;21535262;Cecilia;Queens;Ridgewood;Entire home/apt;80;30;4;01/02/2017;0.08;1;220
4152752;Location is Everything. And Quiet Too!;21546973;Niko;Manhattan;Hell's Kitchen;Private room;103;1;394;30/06/2019;6.79;1;237
4154009;Luxury One Bedroom View on CP;17477908;Mat;Manhattan;Upper West Side;Entire home/apt;250;30;5;02/08/2017;0.10;10;303
4155012;true 1 BR in prime east village;21560088;Sarah;Manhattan;East Village;Entire home/apt;219;2;9;22/09/2017;0.15;1;0
4155099;Large Group Friendly Rental;11948817;Leslie;Brooklyn;Canarsie;Entire home/apt;225;2;11;02/06/2019;0.22;2;305
4156015;Cozy East River 1 bed/1 bath;21565088;ZVIPCO  LLC (Robert);Manhattan;East Harlem;Entire home/apt;99;1;50;06/07/2019;0.87;1;333
4157064;16' x 11' Furnished BR with Balcony;3563;Arnie;Brooklyn;Sunset Park;Private room;35;6;1;28/11/2014;0.02;1;0
4157451;Bedroom in Manhattan - Prime Location;9432174;Daniel;Manhattan;Upper East Side;Private room;90;4;87;13/06/2019;2.01;1;10
4158078;Private room in Loft;19139700;Tanya;Queens;Ridgewood;Private room;47;30;4;05/08/2017;0.07;1;157
4160934;Luxury Private 2 Beds nr C/3 Subways;17462748;Steven;Brooklyn;Crown Heights;Private room;75;5;125;27/06/2019;2.15;5;108
4161127;An Open and Peaceful Space Great for Families;6580488;Sandy;Brooklyn;Windsor Terrace;Entire home/apt;170;4;43;27/06/2019;0.77;1;275
4162292;Charming Full 1BR Apt w/Backyard;21601222;Joan;Brooklyn;Flatbush;Entire home/apt;150;3;37;01/07/2019;0.86;1;320
4162519;Happy cozy Manchi GUEST ROOM;1267556;Mari J;Brooklyn;Flatbush;Shared room;30;1;81;29/06/2019;1.39;1;319
4163020;Gorgeous UWS apt with OWN full bath;6897051;Corey;Manhattan;Upper West Side;Private room;119;4;7;11/05/2017;0.12;2;0
4163710;Cozy private room in beautiful apt ;21609476;Beatrice;Brooklyn;Midwood;Private room;40;15;1;03/11/2014;0.02;1;0
4163742;Lovely 1BR in Ft. Greene;17451048;Ritchie;Brooklyn;Fort Greene;Entire home/apt;85;2;1;22/10/2016;0.03;1;0
4163781;Sun Soaked & Cozy PR Williamsburg;1401835;Danielle;Brooklyn;Williamsburg;Private room;99;3;19;06/07/2019;0.33;3;354
4163804;Classic UWS 1 Bed in Doorman Bldg;15573381;Lindsay;Manhattan;Upper West Side;Entire home/apt;250;1;0;;;1;0
4165278;HUGE Room in an AMAZING Location!;4403262;Adam;Manhattan;Lower East Side;Private room;79;9;5;15/08/2016;0.09;1;0
4168660;Northside Williamsburg Private Bdrm;20979241;Amy;Brooklyn;Williamsburg;Private room;60;3;5;19/05/2016;0.10;1;0
4168812;PRIVATE 1BR APT: Free WIFI & DIRECT TV;5243122;R;Brooklyn;Bedford-Stuyvesant;Entire home/apt;115;3;131;22/06/2019;2.27;2;241
4169094;Room in 2br apt Location by N,W,M60bus,Beer Garden;21634948;Monika;Queens;Ditmars Steinway;Private room;90;3;17;30/06/2019;0.31;1;340
4169840;Trendy Bushwick neighborhood;9452830;David;Brooklyn;Bushwick;Private room;65;1;32;10/11/2015;0.55;1;188
4170460;#1 Superhost Special Offer in NYC!;21641206;Veronica;Brooklyn;Bedford-Stuyvesant;Private room;65;1;357;22/06/2019;6.19;4;321
4170796;MODERN AND COZY FLAT w/ BACKYARD;733543;Monica;Manhattan;Harlem;Entire home/apt;131;3;10;01/07/2019;0.27;1;12
4171272;Clean, Bright 1BD in Bushwick!;21645208;Grace;Brooklyn;Bushwick;Entire home/apt;150;1;3;02/01/2016;0.05;1;0
4171406;Private room in artist's loft!;6032480;Anna;Brooklyn;Williamsburg;Private room;55;2;86;11/06/2019;1.49;2;38
4171692;Luxe New Queen Br near Subways;17462748;Steven;Brooklyn;Crown Heights;Private room;70;5;92;06/07/2019;1.58;5;148
4172633;Cozy one bedroom apt at the center of Astoria;21652004;June;Queens;Astoria;Entire home/apt;160;2;1;03/07/2017;0.04;1;0
4172947;Your Own 2-Bd ~ Comfortable and Unique ~ Bed-Stuy;21653460;Zoya;Brooklyn;Bedford-Stuyvesant;Entire home/apt;95;7;69;07/12/2018;1.79;2;0
4173751;Lovely Apartment in Harlem West;9197440;Ana;Manhattan;Harlem;Entire home/apt;99;3;5;02/07/2016;0.09;1;0
4174115;Spacious Soho Loft;5739699;Rosemary;Manhattan;SoHo;Entire home/apt;500;3;3;05/05/2015;0.05;1;0
4174286;Bushwick BR/Private Bathroom;21660125;Chris;Brooklyn;Bushwick;Private room;35;15;1;15/04/2016;0.03;1;0
4174847;Quiet bedroom in a waste free household;21663531;Dana;Queens;Ridgewood;Private room;50;21;38;30/09/2018;0.76;2;245
4178152;Modern Private Entrance Bedroom, Nr A/C Subways;17462748;Steven;Brooklyn;Crown Heights;Private room;77;5;108;28/06/2019;2.14;5;129
4178851;Lofty Living: Heart of Williamsburg;21680683;Jenny;Brooklyn;Williamsburg;Entire home/apt;380;3;105;30/06/2019;1.82;2;264
4179420;Cozy victorian peace of mind ;21682640;Clarise;Brooklyn;Flatbush;Private room;65;30;0;;;2;365
4180643;luxury one bedroom apt in prime LES location;21688467;Avril;Manhattan;Lower East Side;Entire home/apt;150;60;9;27/03/2019;0.16;1;210
4181598;HUGE 1BD, RENOVATED, TIME SQUARE !!;1475015;Mike;Manhattan;Hell's Kitchen;Entire home/apt;125;30;0;;;52;331
4182262;BedStuy Brooklyn Charm Awaits U - 3BR Apt;18049970;Lou;Brooklyn;Bedford-Stuyvesant;Entire home/apt;199;3;82;07/07/2019;1.78;2;269
4182568;WilliamsburgBrooklynPrivateBedroom;3267848;June;Brooklyn;Williamsburg;Private room;150;1;12;02/06/2019;0.21;1;180
4183424;Charming West Village 1 bdrm;9405848;Susie;Manhattan;West Village;Entire home/apt;145;3;11;08/04/2019;0.34;1;0
4183664;Cozy Room for 1;21705739;Maha;Brooklyn;Crown Heights;Private room;70;7;20;21/01/2016;0.35;1;364
4183801;Colorful apt, 25 mins to Manhattan;21706654;Katerina;Brooklyn;Bedford-Stuyvesant;Entire home/apt;120;30;131;07/01/2019;2.29;1;336
4183989;SPRING in the City!! Zen-Style Tranquil Bedroom;919218;;Manhattan;Harlem;Private room;86;3;34;23/05/2019;1.00;1;359
4187387;Beautiful Studio in posh Upper East;20289059;Cristina;Manhattan;Upper East Side;Entire home/apt;139;2;160;27/06/2019;2.76;1;248
4187653;Great Deal.;12360407;Firas;Brooklyn;Bay Ridge;Private room;85;2;1;09/05/2015;0.02;1;0
4187747;UPPER EAST Landmark Blding:Walk to Central Park;5309160;Elizabeth And Roberto;Manhattan;Upper East Side;Entire home/apt;94;30;15;21/02/2016;0.26;1;309
4188351;Cozy, charming private apt in Brooklyn;610819;Brian;Brooklyn;Bedford-Stuyvesant;Entire home/apt;116;2;148;16/06/2019;2.56;1;0
4188807;Spacious Bedroom in a Brooklyn House;4152484;Oates + Bill;Brooklyn;Prospect-Lefferts Gardens;Private room;72;1;229;24/06/2019;3.94;1;20
4189428;Gorgeous Park Slope Space & Light;21734605;Jenn;Brooklyn;Park Slope;Entire home/apt;95;4;0;;;2;0
4190301;Cool room while I'm away!;21739563;Redding;Brooklyn;Bedford-Stuyvesant;Private room;100;1;0;;;1;0
4191257;Spacious 2 story Apt in Midtown!!;17106992;Alejandro;Manhattan;Murray Hill;Entire home/apt;200;1;1;27/10/2014;0.02;1;0
4192400;Private+Cozy Room w/ Superhost ($0 Cleaning Fee)!;21751476;Grace;Brooklyn;Bushwick;Private room;72;1;360;07/07/2019;6.22;1;66
4194010;Idealistic Inwood;21759005;Alaina;Manhattan;Inwood;Entire home/apt;100;3;15;02/01/2018;0.27;1;0
4194494;Unique Full-Floor 2br/2bath in the Heart of SoHo;10367443;J;Manhattan;SoHo;Entire home/apt;900;3;10;30/12/2018;0.17;1;0
4195677;Clean private room in safe area near Manhattan;191324;Keith;Queens;Sunnyside;Private room;80;2;76;24/06/2019;1.31;2;102
4196039;Artist's Studio Apartment;21768291;Jo;Brooklyn;Greenpoint;Entire home/apt;75;2;0;;;1;0
4197760;Stylish 1 BedRoom very quiet Upper East Side Apt!;21777274;Kelly;Manhattan;Upper East Side;Entire home/apt;92;4;179;17/06/2019;3.14;1;245
4198391;Manhattan 1-Bedroom, East Village;7805184;Valeria;Manhattan;East Village;Entire home/apt;160;3;0;;;1;0
4198695;Large and furnished;21782731;Marley;Brooklyn;Midwood;Private room;50;7;7;31/07/2016;0.12;1;364
4199411;Greenwich Village Living!;21787420;Mo;Manhattan;East Village;Entire home/apt;350;2;0;;;1;0
4199782;Park Slope's - Pied à Terre (1-Bedroom Apt);21789707;Alexandre;Brooklyn;South Slope;Entire home/apt;135;2;128;24/04/2019;2.23;1;245
4201905;Sunny 1 Bedroom -Financial District;4738242;Meghna;Manhattan;Financial District;Entire home/apt;160;7;3;03/01/2015;0.05;1;0
4203460;1 Br Near Empire State Building;12419083;Andre;Manhattan;Kips Bay;Entire home/apt;270;1;0;;;1;0
4204083;The White House;21811394;Hazel;Brooklyn;Bedford-Stuyvesant;Entire home/apt;129;1;223;20/06/2019;3.91;1;230
4204302;Prime W. Village location 1 bdrm;17550546;Genevieve;Manhattan;Greenwich Village;Entire home/apt;180;1250;2;09/11/2014;0.03;1;365
4204988;Charming Soho One Bedroom + Loft;1162642;Emily;Manhattan;NoHo;Entire home/apt;350;2;0;;;2;0
4205232;Private Room in Brooklyn;6468894;Cherng-Mao;Brooklyn;Williamsburg;Private room;75;1;10;19/04/2016;0.17;1;0
4205816;Spacious  South Slope apartment;20312973;Diana;Brooklyn;Sunset Park;Entire home/apt;119;5;6;27/12/2015;0.11;1;0
4206034;Clean and Huge Studio in Safe Area;18382740;Takao & Aiko;Staten Island;Tompkinsville;Entire home/apt;99;7;35;30/05/2019;0.61;1;326
4206087;Spacious Artist's Studio;2423107;Brad;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;120;1;4;03/05/2015;0.07;1;0
4208547;Sweet Luxe Bed w/Private Backyard;17462748;Steven;Brooklyn;Crown Heights;Private room;73;5;102;06/07/2019;1.88;5;147
4209106;Bright Private Apartment w/ Manhattan Views;4218058;Jessica;Brooklyn;Fort Greene;Entire home/apt;500;7;11;31/07/2018;0.20;2;173
4209595;;20700823;Jesse;Manhattan;Greenwich Village;Entire home/apt;225;1;1;01/01/2015;0.02;1;0
4211276;Beautiful, Spacious Brooklyn Home ;21064917;Alissa;Brooklyn;Prospect-Lefferts Gardens;Entire home/apt;275;3;3;01/01/2015;0.05;1;0
4211510;Simple Astoria Room 20minToManhattan;1172202;Funda;Queens;Ditmars Steinway;Private room;50;1;127;20/06/2019;2.25;5;52
4215595;LowerEastSide apt share shortterm 3;7549;Ben;Manhattan;Lower East Side;Shared room;40;1;88;19/05/2019;1.53;4;197
4216183;Cozy and Vibey Apt in Williamsburg;14565233;Gabriela;Brooklyn;Williamsburg;Entire home/apt;115;2;3;04/01/2015;0.05;1;0
4216435;Cozy hideaway;1361993;Daniel;Bronx;Kingsbridge;Entire home/apt;110;2;0;;;1;0
4216745;Sunlit Private Room / Spacious Pre-War Apartment;21881605;Julie;Brooklyn;Crown Heights;Private room;100;1;0;;;2;83
4216774;Stay in the heart of Williamsburg!;15243531;Amanda;Brooklyn;Williamsburg;Entire home/apt;150;2;4;16/11/2015;0.07;1;0
4216813;Penthouse w/Terrace Williamsburg;9904977;Matt;Brooklyn;Greenpoint;Entire home/apt;200;3;95;26/06/2019;1.65;1;358
4217268;1 Bedroom Apartment in Washington Heights - Summer;21886798;Robert;Manhattan;Washington Heights;Entire home/apt;75;7;1;12/08/2018;0.09;1;0
4217758;Beautiful Apartment in Bushwick/Ridgewood;10618980;Lumin And Hendrik;Queens;Ridgewood;Entire home/apt;98;2;157;05/07/2019;2.73;1;15
4218034;Urban Jungle Garden Duplex;6841194;Eric;Brooklyn;Bedford-Stuyvesant;Entire home/apt;199;2;222;04/07/2019;3.92;2;238
4218067;Central One Bedroom Manhattan Apt;20448670;Crystal;Manhattan;Harlem;Entire home/apt;109;2;11;03/10/2016;0.19;1;0
4218098;Sunny, small apartment near Central Park-Columbia;21892444;Francesca;Manhattan;Harlem;Entire home/apt;110;4;26;24/06/2019;0.45;1;14
4218129;Special OFFER on Airbnb NYC Room!;21641206;Veronica;Brooklyn;Bedford-Stuyvesant;Private room;59;1;350;24/06/2019;6.05;4;328
4219851;Bushwick Brooklyn NYC Apt, with LG kitchen & yard!;21902316;Amy;Brooklyn;Bushwick;Entire home/apt;95;2;19;27/05/2019;0.44;2;172
4220151;Clean/Quiet Apt, Great Location, with washer/dryer;21903562;David;Manhattan;Chelsea;Entire home/apt;159;1;202;19/06/2019;3.53;1;234
4221999;Spacious & Bright: 1 BR Midtown!;20335235;Stephen;Manhattan;Midtown;Entire home/apt;225;1;10;22/08/2018;0.18;1;0
4224091;Brooklyn - Boerum Hill Beauty;21921207;Nick;Brooklyn;Boerum Hill;Entire home/apt;195;2;116;03/07/2019;2.02;1;260
4225569;Lovely Astoria Studio-close to NYC!;21929547;Orinda;Queens;Astoria;Entire home/apt;96;1;196;07/07/2019;3.44;1;316
4225745;Cute Studio in Trendy Neighborhood;21930475;Whitney;Brooklyn;Clinton Hill;Entire home/apt;73;2;7;13/08/2018;0.13;1;0
4226098;W. 80's Central Park 3 Blocks Walk;21930989;Mark;Manhattan;Upper West Side;Private room;88;1;319;25/06/2019;5.60;2;251
4226269;Private 1 bedroom in Williamsburg;20112613;Simone;Brooklyn;Williamsburg;Entire home/apt;90;2;3;24/05/2016;0.05;1;0
4226535;Bright Top Floor Apartment In The Heart Of BK;14543419;Juli;Brooklyn;Crown Heights;Entire home/apt;99;5;16;06/12/2018;0.28;1;0
4227018;Amazing View in East Williamsburg ;21937306;William;Brooklyn;Williamsburg;Shared room;150;1;0;;;1;0
4227141;Cozy Bedroom;21938126;Reenie;Brooklyn;Bedford-Stuyvesant;Private room;35;2;11;02/06/2019;0.81;2;11
4227161;New York I Love You 7 Bedrooms;20318233;Nirit (Nina);Brooklyn;Bedford-Stuyvesant;Entire home/apt;1050;3;121;10/06/2019;2.19;1;327
4227207;Park Slope perfectly renovated 1BR+;21938678;Christophe;Brooklyn;South Slope;Entire home/apt;175;2;76;01/07/2019;1.33;1;308
4227499;Cozy Home w/Private Garden&Hot Tub!;2811458;Brandon;Manhattan;Chelsea;Entire home/apt;395;4;73;03/01/2018;1.27;1;2
4227554;Big 2BR, just minutes to Manhattan!;21941065;David;Queens;Woodside;Entire home/apt;195;3;124;26/06/2019;2.20;1;305
4232255;Super Clean Newly Furnished in Prime Bay Ridge;21962039;Beatriz;Brooklyn;Bay Ridge;Private room;49;10;7;05/03/2019;0.14;1;281
4232356;Studio Apartment ;9368118;Peter;Manhattan;Upper East Side;Entire home/apt;150;1;0;;;1;0
4232865;Beautiful Oasis;21964818;Anita;Manhattan;Upper West Side;Entire home/apt;250;1;1;01/11/2015;0.02;1;0
4233025;Huge Loft in Brooklyn 15 mins from Manhattan;651771;Cristina;Brooklyn;Williamsburg;Entire home/apt;150;4;17;08/06/2019;0.30;1;170
4233705;looking for someone to stay 12days;11243583;Joseph;Manhattan;Upper West Side;Entire home/apt;260;1;0;;;1;0
4235620;Elegant furnished 1BR apartment;21979970;Louise & Thomas;Queens;Flushing;Entire home/apt;100;7;9;28/06/2019;0.16;1;268
4235843;Charming Bedroom Bright and Cozy A2;20559017;Yohan;Manhattan;East Harlem;Private room;55;30;4;27/08/2018;0.07;9;339
4235961;Central 2 Bedroom in Chelsea;16276317;Lee;Manhattan;Chelsea;Entire home/apt;275;3;1;07/07/2016;0.03;1;0
4236107;nice apt in west village;14729523;Zherui;Manhattan;West Village;Private room;110;1;0;;;1;0
4236725;Spacious, elegant home in Brooklyn;3650005;Rae;Brooklyn;Clinton Hill;Entire home/apt;150;3;0;;;1;0
4240861;Small Private Studio!;22005943;Tameisha;Brooklyn;Bushwick;Private room;80;2;129;16/06/2019;2.24;1;346
4241028;Private Studio Apartment ;22006854;Kishorie;Queens;Jamaica;Entire home/apt;89;1;352;16/06/2019;6.10;1;359
4241486;Floor Through East Village Lux Apt;22009089;Lorcan;Manhattan;East Village;Entire home/apt;280;2;92;04/07/2019;1.59;1;173
4243533;Private Bedroom in Large Apartment;8732038;Lorna;Queens;Woodside;Private room;100;1;0;;;1;0
4244174;Quiet room in Greenpoint;21062282;Madison;Brooklyn;Greenpoint;Private room;80;2;0;;;1;0
4244242;Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom;22023014;BrooklynSleeps;Brooklyn;Bedford-Stuyvesant;Private room;70;1;110;23/06/2019;1.96;1;323
4244476;Sunny and Funky Greenpoint Room;782008;Lori;Brooklyn;Greenpoint;Private room;75;1;1;10/07/2015;0.02;1;0
4244528;Williamsburg Beauty;4162754;Angel;Brooklyn;Williamsburg;Private room;80;1;52;27/05/2019;1.12;1;297
4244576;Very clean/comfortable shared room;21977919;Nathaniel;Manhattan;Washington Heights;Shared room;41;1;1;05/06/2015;0.02;1;0
4247883;Sunny & quiet 2BR in great location;22010885;Anja;Manhattan;West Village;Entire home/apt;195;4;1;27/12/2014;0.02;1;0
4248788;W70s Lg. Studio with outdoor space;22047286;Chloe;Manhattan;Upper West Side;Entire home/apt;250;2;5;27/11/2015;0.11;1;0
4249131;BEST LOCATION in MANHATTAN!;12534414;Gina;Manhattan;East Village;Entire home/apt;96;1;198;21/06/2019;3.47;1;169
4249342;Perfect Private Room in Luxury Bldg w/Gym/Rooftop;2495483;Andy;Manhattan;Financial District;Private room;98;7;23;01/06/2019;0.55;1;116
4250746;Newly-Renovated 2BR/1BTH Garden Apt;22057975;Kevin;Brooklyn;Bushwick;Entire home/apt;140;4;120;10/06/2019;2.09;1;100
4252172;Williamsburg Penthouse w/ Balcony;13949526;Fran;Brooklyn;Williamsburg;Private room;99;1;0;;;1;0
